Species	Query Contig	Hit Accession	AlnLen	PercentIDMatch	QStart	QEnd	HStart	HEnd	Evalue	Hit Taxon
Chaetocladium_sp._NRRL_3029	NRRL_3029_metscf_386	NG_062623	696	82.184	1527	2212	958	317	3.33e-166	Rhizopus americanus
Chaetocladium_sp._NRRL_3029	NRRL_3029_metscf_386	NG_062620	696	82.184	1527	2212	954	317	3.33e-166	Rhizopus sexualis var. sexualis
Chaetocladium_sp._NRRL_3029	NRRL_3029_metscf_778	NG_063234	832	90.505	1	823	969	588	0.0	Lichtheimia blakesleeana
Chaetocladium_sp._NRRL_3029	NRRL_3029_metscf_778	NG_062623	691	93.343	1	687	964	550	0.0	Rhizopus americanus
Chaetocladium_sp._NRRL_3029	NRRL_3029_metscf_778	NG_062620	691	93.343	1	687	960	550	0.0	Rhizopus sexualis var. sexualis
Chaetocladium_sp._NRRL_3029	NRRL_3029_metscf_778	NG_070849	742	90.970	1	733	951	533	0.0	Zychaea mexicana
Chaetocladium_sp._NRRL_3029	NRRL_3029_metscf_778	NG_062618	692	92.197	1	687	960	527	0.0	Rhizopus microsporus var. chinensis;Rhizopus azygosporus
Chaetocladium_sp._NRRL_3029	NRRL_3029_metscf_971	NG_062380	1012	99.901	1344	2355	1	1008	0.0	Dichotomocladium robustum
Chaetocladium_sp._NRRL_3029	NRRL_3029_metscf_971	NG_062379	1012	97.727	1344	2355	1	940	0.0	Dichotomocladium hesseltinei
Chaetocladium_sp._NRRL_3029	NRRL_3029_metscf_971	NG_061070	1012	97.332	1344	2355	1	928	0.0	Dichotomocladium elegans
Chaetocladium_sp._NRRL_3029	NRRL_3029_metscf_971	NG_063234	1035	89.372	1326	2353	1	696	0.0	Lichtheimia blakesleeana
Chaetocladium_sp._NRRL_3029	NRRL_3029_metscf_971	NG_064991	1018	88.900	1344	2353	1	668	0.0	Lichtheimia hyalospora
Coemansia_sp._RSA_1933	RSA_1933_plascf_1_covcut_10	NG_070865	1090	86.606	608	1682	743	633	0.0	Myconymphaea yatsukahoi
Coemansia_sp._RSA_1933	RSA_1933_plascf_1_covcut_10	NG_070865	488	86.680	1	476	148	283	8.17e-148	Myconymphaea yatsukahoi
Coemansia_sp._RSA_1933	RSA_1933_plascf_1_covcut_10	NG_070865	261	90.421	9374	9627	1	182	1.14e-91	Myconymphaea yatsukahoi
Coemansia_sp._RSA_1933	RSA_1933_plascf_1_covcut_10	NG_062705	764	84.555	608	1358	672	397	0.0	Lipomyces yamadae
Coemansia_sp._RSA_1933	RSA_1933_plascf_1_covcut_10	NG_062705	474	82.489	1	467	87	221	2.39e-113	Lipomyces yamadae
Coemansia_sp._RSA_1933	RSA_1933_plascf_1_covcut_10	NG_062705	171	87.719	1412	1582	1444	108	1.56e-50	Lipomyces yamadae
Coemansia_sp._RSA_1933	RSA_1933_plascf_1_covcut_10	NG_062702	764	84.555	608	1358	661	397	0.0	Lipomyces kononenkoae
Coemansia_sp._RSA_1933	RSA_1933_plascf_1_covcut_10	NG_062702	474	82.278	1	467	76	218	1.11e-111	Lipomyces kononenkoae
Coemansia_sp._RSA_1933	RSA_1933_plascf_1_covcut_10	NG_062702	171	87.719	1412	1582	1433	108	1.56e-50	Lipomyces kononenkoae
Coemansia_sp._RSA_1933	RSA_1933_plascf_1_covcut_10	NG_062131	759	84.321	610	1360	684	392	0.0	Candida fukazawae
Coemansia_sp._RSA_1933	RSA_1933_plascf_1_covcut_10	NG_062131	395	82.785	78	467	209	187	1.90e-94	Candida fukazawae
Coemansia_sp._RSA_1933	RSA_1933_plascf_1_covcut_10	NG_062131	301	81.063	1407	1699	1441	122	2.58e-58	Candida fukazawae
Coemansia_sp._RSA_1933	RSA_1933_plascf_1_covcut_10	NG_062131	200	86.500	9375	9573	1	116	5.59e-55	Candida fukazawae
Coemansia_sp._RSA_1933	RSA_1933_plascf_1_covcut_10	NG_062700	764	84.293	608	1358	658	391	0.0	Dipodascopsis uninucleata var. wickerhamii
Coemansia_sp._RSA_1933	RSA_1933_plascf_1_covcut_10	NG_062700	473	82.030	1	467	76	213	6.68e-109	Dipodascopsis uninucleata var. wickerhamii
Coemansia_sp._RSA_1933	RSA_1933_plascf_1_covcut_10	NG_062700	274	81.387	1407	1668	1422	111	3.36e-52	Dipodascopsis uninucleata var. wickerhamii
Coemansia_sp._RSA_1933	RSA_1933_metscf_812	NG_070865	1090	86.606	264	1338	743	633	0.0	Myconymphaea yatsukahoi
Coemansia_sp._RSA_1933	RSA_1933_metscf_812	NG_070865	132	96.970	1	132	497	120	2.17e-57	Myconymphaea yatsukahoi
Coemansia_sp._RSA_1933	RSA_1933_metscf_812	NG_062705	764	84.555	264	1014	672	397	0.0	Lipomyces yamadae
Coemansia_sp._RSA_1933	RSA_1933_metscf_812	NG_062705	171	87.719	1068	1238	1444	108	1.02e-50	Lipomyces yamadae
Coemansia_sp._RSA_1933	RSA_1933_metscf_812	NG_062705	122	95.902	2	123	438	107	3.66e-50	Lipomyces yamadae
Coemansia_sp._RSA_1933	RSA_1933_metscf_812	NG_062702	764	84.555	264	1014	661	397	0.0	Lipomyces kononenkoae
Coemansia_sp._RSA_1933	RSA_1933_metscf_812	NG_062702	171	87.719	1068	1238	1433	108	1.02e-50	Lipomyces kononenkoae
Coemansia_sp._RSA_1933	RSA_1933_metscf_812	NG_062702	122	95.902	2	123	427	107	3.66e-50	Lipomyces kononenkoae
Coemansia_sp._RSA_1933	RSA_1933_metscf_812	NG_062131	759	84.321	266	1016	684	392	0.0	Candida fukazawae
Coemansia_sp._RSA_1933	RSA_1933_metscf_812	NG_062131	301	81.063	1063	1355	1441	122	1.68e-58	Candida fukazawae
Coemansia_sp._RSA_1933	RSA_1933_metscf_812	NG_062131	122	94.262	2	123	479	101	7.92e-47	Candida fukazawae
Coemansia_sp._RSA_1933	RSA_1933_metscf_812	NG_062700	764	84.293	264	1014	658	391	0.0	Dipodascopsis uninucleata var. wickerhamii
Coemansia_sp._RSA_1933	RSA_1933_metscf_812	NG_062700	274	81.387	1063	1324	1422	111	2.19e-52	Dipodascopsis uninucleata var. wickerhamii
Coemansia_sp._RSA_1933	RSA_1933_metscf_812	NG_062700	122	95.902	2	123	424	107	3.66e-50	Dipodascopsis uninucleata var. wickerhamii
Coemansia_sp._RSA_1933	RSA_1933_metscf_1327	NG_070865	556	86.691	1	545	551	326	3.47e-172	Myconymphaea yatsukahoi
Coemansia_sp._RSA_1933	RSA_1933_metscf_1327	NG_070867	558	86.201	1	548	546	316	1.26e-166	Pinnaticoemansia coronantispora
Coemansia_sp._RSA_1933	RSA_1933_metscf_1327	NG_063233	570	83.333	1	562	565	278	1.67e-145	Pachysolen tannophilus
Coemansia_sp._RSA_1933	RSA_1933_metscf_1327	NG_070684	567	83.422	1	561	558	278	1.67e-145	Nakazawaea ishiwadae
Coemansia_sp._RSA_1933	RSA_1933_metscf_1327	NG_064888	568	83.099	1	562	564	276	2.16e-144	Kazachstania servazzii
Coemansia_sp._RSA_1933	RSA_1933_metscf_1644	NG_065604	231	84.416	1700	1929	1660	116	1.39e-55	Coemansia sp. JLT-2013d
Coemansia_sp._RSA_1933	RSA_1933_metscf_1644	NG_070865	231	83.550	1700	1929	1657	111	8.38e-53	Myconymphaea yatsukahoi
Coemansia_sp._RSA_1933	RSA_1933_metscf_1644	NG_065602	230	83.478	1700	1929	1590	107	1.40e-50	Coemansia sp. JLT-2013c
Coemansia_sp._RSA_1933	RSA_1933_metscf_1644	NG_070867	228	82.018	1703	1929	1651	98	1.41e-45	Pinnaticoemansia coronantispora
Coemansia_sp._RSA_1933	RSA_1933_metscf_1644	NG_061053	125	87.200	1700	1823	1596	76	2.40e-33	Kappamyces laurelensis
Coemansia_sp._RSA_1933	RSA_1933_metscf_4185	NG_064992	371	99.461	1	371	599	365	0.0	Pecoramyces ruminatium
Coemansia_sp._RSA_1933	RSA_1933_metscf_4185	NG_061113	372	90.323	1	371	523	263	3.91e-138	Thoreauomyces humboldtii
Coemansia_sp._RSA_1933	RSA_1933_metscf_4185	NG_062849	372	90.323	1	371	572	263	3.91e-138	Spizellomyces plurigibbosus
Coemansia_sp._RSA_1933	RSA_1933_metscf_4185	NG_064968	373	90.080	1	371	523	260	1.82e-136	Geranomyces tanneri
Coemansia_sp._RSA_1933	RSA_1933_metscf_4185	NG_062850	372	90.054	1	371	560	260	1.82e-136	Spizellomyces acuminatus
Mucor_oblongisporus_var._macrosporus_NRRL_1574	NRRL_1574_plascf_2_covcut_0	NG_062386	1779	98.370	3195	4963	1	1686	0.0	Backusella variabilis
Mucor_oblongisporus_var._macrosporus_NRRL_1574	NRRL_1574_plascf_2_covcut_0	NG_061009	1759	97.726	3198	4954	1	1634	0.0	Backusella circina
Mucor_oblongisporus_var._macrosporus_NRRL_1574	NRRL_1574_plascf_2_covcut_0	NG_065587	1761	95.060	3210	4962	1	1491	0.0	Mucor lanceolatus
Mucor_oblongisporus_var._macrosporus_NRRL_1574	NRRL_1574_plascf_2_covcut_0	NG_063235	1799	94.330	3177	4968	1	1483	0.0	Poitrasia circinans
Mucor_oblongisporus_var._macrosporus_NRRL_1574	NRRL_1574_plascf_2_covcut_0	NG_065498	1770	94.520	3195	4954	1	1469	0.0	Mucor racemosus
Mucor_oblongisporus_var._macrosporus_NRRL_1574	NRRL_1574_metscf_513	NG_062386	239	91.632	23434	23672	1376	178	6.02e-89	Backusella variabilis
Mucor_oblongisporus_var._macrosporus_NRRL_1574	NRRL_1574_metscf_513	NG_061009	239	90.377	23434	23672	1360	169	6.06e-84	Backusella circina
Mucor_oblongisporus_var._macrosporus_NRRL_1574	NRRL_1574_metscf_513	NG_062621	243	89.712	23431	23672	1355	167	7.84e-83	Rhizopus oryzae
Mucor_oblongisporus_var._macrosporus_NRRL_1574	NRRL_1574_metscf_513	NG_065592	239	89.958	23434	23672	1339	166	2.82e-82	Mucor circinelloides f. janssenii
Mucor_oblongisporus_var._macrosporus_NRRL_1574	NRRL_1574_metscf_513	NG_065588	239	89.958	23434	23672	1351	166	2.82e-82	Mucor circinelloides
Mucor_oblongisporus_var._macrosporus_NRRL_1574	NRRL_1574_metscf_1842	NG_062386	331	82.477	1027	1357	640	146	1.39e-71	Backusella variabilis
Mucor_oblongisporus_var._macrosporus_NRRL_1574	NRRL_1574_metscf_1842	NG_061009	332	79.819	1027	1357	629	119	1.42e-56	Backusella circina
Mucor_oblongisporus_var._macrosporus_NRRL_1574	NRRL_1574_metscf_1842	NG_065560	246	82.520	1114	1357	704	112	1.10e-52	Helicostylum cordense
Mucor_oblongisporus_var._macrosporus_NRRL_1574	NRRL_1574_metscf_1842	NG_065582	246	82.520	1114	1357	703	112	1.10e-52	Mucor variisporus
Mucor_oblongisporus_var._macrosporus_NRRL_1574	NRRL_1574_metscf_1842	NG_063235	232	83.190	1126	1357	734	112	1.10e-52	Poitrasia circinans
Mucor_oblongisporus_var._macrosporus_NRRL_1574	NRRL_1574_metscf_2365	NG_062386	1779	98.370	5742	7510	1778	1686	0.0	Backusella variabilis
Mucor_oblongisporus_var._macrosporus_NRRL_1574	NRRL_1574_metscf_2365	NG_061009	1759	97.726	5751	7507	1751	1634	0.0	Backusella circina
Mucor_oblongisporus_var._macrosporus_NRRL_1574	NRRL_1574_metscf_2365	NG_065587	1761	95.060	5743	7495	1752	1491	0.0	Mucor lanceolatus
Mucor_oblongisporus_var._macrosporus_NRRL_1574	NRRL_1574_metscf_2365	NG_063235	1799	94.330	5737	7528	1787	1483	0.0	Poitrasia circinans
Mucor_oblongisporus_var._macrosporus_NRRL_1574	NRRL_1574_metscf_2365	NG_065498	1770	94.520	5751	7510	1760	1469	0.0	Mucor racemosus
Cunninghamella_sp._NRRL_A-21238	NRRL_A-21238_metscf_516	NG_061008	1780	91.798	623	2395	1	1329	0.0	Chlamydoabsidia padenii
Cunninghamella_sp._NRRL_A-21238	NRRL_A-21238_metscf_516	NG_065707	1729	91.382	656	2373	7	1266	0.0	N/A
Cunninghamella_sp._NRRL_A-21238	NRRL_A-21238_metscf_516	NG_070849	1531	86.349	880	2395	253	875	0.0	Zychaea mexicana
Cunninghamella_sp._NRRL_A-21238	NRRL_A-21238_metscf_516	NG_065558	1170	91.282	623	1783	1	853	0.0	Absidia psychrophilia
Cunninghamella_sp._NRRL_A-21238	NRRL_A-21238_metscf_516	NG_065557	1167	90.488	623	1783	1	825	0.0	Absidia californica
Cunninghamella_sp._NRRL_A-21238	NRRL_A-21238_metscf_1760	NG_064998	240	100.000	1	240	391	240	1.49e-125	Lichtheimia ramosa
Cunninghamella_sp._NRRL_A-21238	NRRL_A-21238_metscf_1760	NG_064997	240	99.583	1	240	392	237	6.95e-124	Lichtheimia sphaerocystis
Cunninghamella_sp._NRRL_A-21238	NRRL_A-21238_metscf_1760	NG_064991	240	99.583	1	240	426	237	6.95e-124	Lichtheimia hyalospora
Cunninghamella_sp._NRRL_A-21238	NRRL_A-21238_metscf_1760	NG_063234	240	99.583	1	240	444	237	6.95e-124	Lichtheimia blakesleeana
Cunninghamella_sp._NRRL_A-21238	NRRL_A-21238_metscf_1760	NG_061070	245	89.796	1	240	429	166	2.04e-84	Dichotomocladium elegans
Mucor_racemosus_NRRL_1627	NRRL_1627_plascf_3_covcut_0	NG_065498	1760	99.943	2750	4508	1	1756	0.0	Mucor racemosus
Mucor_racemosus_NRRL_1627	NRRL_1627_plascf_3_covcut_0	NG_065589	1753	99.829	2765	4516	1	1743	0.0	Mucor brunneogriseus
Mucor_racemosus_NRRL_1627	NRRL_1627_plascf_3_covcut_0	NG_065588	1747	99.428	2765	4511	1	1717	0.0	Mucor circinelloides
Mucor_racemosus_NRRL_1627	NRRL_1627_plascf_3_covcut_0	NG_065591	1728	99.363	2777	4502	1	1694	0.0	Mucor circinelloides f. griseocyanus
Mucor_racemosus_NRRL_1627	NRRL_1627_plascf_3_covcut_0	NG_065592	1733	99.192	2777	4509	1	1691	0.0	Mucor circinelloides f. janssenii
Mucor_racemosus_NRRL_1627	NRRL_1627_metscf_717	NG_065589	145	92.414	442	586	209	109	6.78e-51	Mucor brunneogriseus
Mucor_racemosus_NRRL_1627	NRRL_1627_metscf_717	NG_065498	145	92.414	442	586	224	109	6.78e-51	Mucor racemosus
Mucor_racemosus_NRRL_1627	NRRL_1627_metscf_1484	NG_065587	142	92.958	491	632	458	111	3.80e-52	Mucor lanceolatus
Mucor_racemosus_NRRL_1627	NRRL_1627_metscf_1484	NG_065560	142	92.958	491	632	471	111	3.80e-52	Helicostylum cordense
Mucor_racemosus_NRRL_1627	NRRL_1627_metscf_1484	NG_063098	142	92.958	491	632	398	111	3.80e-52	Benjaminiella youngii
Mucor_racemosus_NRRL_1627	NRRL_1627_metscf_1484	NG_065660	142	92.958	491	632	456	111	3.80e-52	Mucor stercorarius
Mucor_racemosus_NRRL_1627	NRRL_1627_metscf_1484	NG_065589	142	92.958	491	632	459	111	3.80e-52	Mucor brunneogriseus
Mucor_racemosus_NRRL_1627	NRRL_1627_metscf_1858	NG_065498	173	86.127	8640	8811	240	93	3.36e-42	Mucor racemosus
Mucor_racemosus_NRRL_1627	NRRL_1627_metscf_1858	NG_065589	165	86.667	8648	8811	217	91	4.35e-41	Mucor brunneogriseus
Mucor_racemosus_NRRL_1627	NRRL_1627_metscf_2228	NG_065498	1760	99.943	1472	3230	1	1756	0.0	Mucor racemosus
Mucor_racemosus_NRRL_1627	NRRL_1627_metscf_2228	NG_065589	1753	99.829	1487	3238	1	1743	0.0	Mucor brunneogriseus
Mucor_racemosus_NRRL_1627	NRRL_1627_metscf_2228	NG_065588	1747	99.428	1487	3233	1	1717	0.0	Mucor circinelloides
Mucor_racemosus_NRRL_1627	NRRL_1627_metscf_2228	NG_065591	1728	99.363	1499	3224	1	1694	0.0	Mucor circinelloides f. griseocyanus
Mucor_racemosus_NRRL_1627	NRRL_1627_metscf_2228	NG_065592	1733	99.192	1499	3231	1	1691	0.0	Mucor circinelloides f. janssenii
Mucor_racemosus_NRRL_1627	NRRL_1627_metscf_2836	NG_065498	272	90.441	1828	2096	265	189	5.76e-96	Mucor racemosus
Mucor_racemosus_NRRL_1627	NRRL_1627_metscf_2836	NG_065581	271	88.930	1828	2095	263	175	3.49e-88	Mucor genevensis
Mucor_racemosus_NRRL_1627	NRRL_1627_metscf_2836	NG_065589	256	89.844	1828	2079	251	172	1.63e-86	Mucor brunneogriseus
Mucor_racemosus_NRRL_1627	NRRL_1627_metscf_2836	NG_065599	273	87.912	1828	2096	264	167	9.78e-84	Mucor durus
Mucor_racemosus_NRRL_1627	NRRL_1627_metscf_2836	NG_062759	273	87.546	1828	2096	266	165	1.27e-82	Pilaira moreaui var. caucasica
Mucor_racemosus_NRRL_1627	NRRL_1627_metscf_3270	NG_063520	110	91.818	1893	2002	1	83	3.16e-37	Sporobolomyces yunnanensis
Mucor_racemosus_NRRL_1627	NRRL_1627_metscf_3270	NG_063235	98	94.898	1912	2009	5	83	3.16e-37	Poitrasia circinans
Mucor_racemosus_NRRL_1627	NRRL_1627_metscf_3270	NG_063386	111	90.991	1892	2002	4	81	4.09e-36	Fellomyces penicillatus
Mucor_racemosus_NRRL_1627	NRRL_1627_metscf_3270	NG_064871	91	94.505	1912	2002	3	76	2.46e-33	Derxomyces anomalus
Mucor_racemosus_NRRL_1627	NRRL_1627_metscf_3270	NG_064869	91	94.505	1912	2002	3	76	2.46e-33	Dioszegia zsoltii var. yunnanensis
Mucor_racemosus_NRRL_1627	NRRL_1627_metscf_3385	NG_065498	107	91.589	541	647	104	78	1.75e-34	Mucor racemosus
Mucor_racemosus_NRRL_1627	NRRL_1627_metscf_3385	NG_062759	108	90.741	541	647	105	76	2.27e-33	Pilaira moreaui var. caucasica
Mucor_racemosus_NRRL_1627	NRRL_1627_metscf_3385	NG_063235	117	88.889	541	657	122	76	2.27e-33	Poitrasia circinans
Mucor_racemosus_NRRL_1627	NRRL_1627_metscf_3385	NG_065560	107	90.654	541	647	103	75	8.15e-33	Helicostylum cordense
Mucor_racemosus_NRRL_1627	NRRL_1627_metscf_3385	NG_065582	107	90.654	541	647	103	75	8.15e-33	Mucor variisporus
Mucor_racemosus_NRRL_1627	NRRL_1627_metscf_3623	NG_065498	254	92.913	585	837	250	197	1.07e-100	Mucor racemosus
Mucor_racemosus_NRRL_1627	NRRL_1627_metscf_3623	NG_062759	254	90.945	585	837	251	183	6.46e-93	Pilaira moreaui var. caucasica
Mucor_racemosus_NRRL_1627	NRRL_1627_metscf_3623	NG_063235	273	89.377	584	855	268	183	6.46e-93	Poitrasia circinans
Mucor_racemosus_NRRL_1627	NRRL_1627_metscf_3623	NG_065581	253	90.909	585	836	248	181	8.35e-92	Mucor genevensis
Mucor_racemosus_NRRL_1627	NRRL_1627_metscf_3623	NG_065589	240	92.083	585	822	236	180	3.00e-91	Mucor brunneogriseus
Mucor_racemosus_NRRL_1627	NRRL_1627_metscf_4069	NG_063520	108	91.667	327	434	1	81	2.65e-36	Sporobolomyces yunnanensis
Mucor_racemosus_NRRL_1627	NRRL_1627_metscf_4069	NG_063235	109	91.743	342	450	1	81	2.65e-36	Poitrasia circinans
Mucor_racemosus_NRRL_1627	NRRL_1627_metscf_4069	NG_065486	109	90.826	326	434	4	79	3.42e-35	Sporobolomyces foliicola
Mucor_racemosus_NRRL_1627	NRRL_1627_metscf_4069	NG_062366	109	90.826	326	434	4	79	3.42e-35	Tilletiopsis cremea
Mucor_racemosus_NRRL_1627	NRRL_1627_metscf_4069	NG_063386	109	90.826	326	434	4	79	3.42e-35	Fellomyces penicillatus
Rhizopus_arrhizus_IMI16641	IMI_16641_plascf_3_covcut_0	NG_062621	1757	99.943	1621	3377	1	1754	0.0	Rhizopus oryzae
Rhizopus_arrhizus_IMI16641	IMI_16641_plascf_3_covcut_0	NG_062622	1757	97.951	1621	3377	1	1649	0.0	Rhizopus caespitosus
Rhizopus_arrhizus_IMI16641	IMI_16641_plascf_3_covcut_0	NG_062620	1763	97.901	1621	3377	1	1646	0.0	Rhizopus sexualis var. sexualis
Rhizopus_arrhizus_IMI16641	IMI_16641_plascf_3_covcut_0	NG_062623	1764	97.789	1621	3377	1	1642	0.0	Rhizopus americanus
Rhizopus_arrhizus_IMI16641	IMI_16641_plascf_3_covcut_0	NG_064824	1757	97.780	1621	3377	1	1640	0.0	Rhizopus schipperae
Rhizopus_arrhizus_IMI16641	IMI_16641_metscf_1072	NG_062621	1757	99.943	4311	6067	1757	1754	0.0	Rhizopus oryzae
Rhizopus_arrhizus_IMI16641	IMI_16641_metscf_1072	NG_062622	1757	97.951	4311	6067	1757	1649	0.0	Rhizopus caespitosus
Rhizopus_arrhizus_IMI16641	IMI_16641_metscf_1072	NG_062620	1763	97.901	4311	6067	1757	1646	0.0	Rhizopus sexualis var. sexualis
Rhizopus_arrhizus_IMI16641	IMI_16641_metscf_1072	NG_062623	1764	97.789	4311	6067	1761	1642	0.0	Rhizopus americanus
Rhizopus_arrhizus_IMI16641	IMI_16641_metscf_1072	NG_064824	1757	97.780	4311	6067	1757	1640	0.0	Rhizopus schipperae
Rhizopus_arrhizus_IMI16641	IMI_16641_metscf_1676	NG_062621	156	94.231	2086	2241	302	129	8.49e-63	Rhizopus oryzae
Rhizopus_arrhizus_IMI16641	IMI_16641_metscf_1676	NG_063011	156	93.590	2086	2241	244	126	3.95e-61	Rhizopus sexualis
Rhizopus_arrhizus_IMI16641	IMI_16641_metscf_1676	NG_062620	156	93.590	2086	2241	302	126	3.95e-61	Rhizopus sexualis var. sexualis
Rhizopus_arrhizus_IMI16641	IMI_16641_metscf_1676	NG_065076	156	92.949	2086	2241	267	123	1.84e-59	Rhizopus sp. HBL-2016
Rhizopus_arrhizus_IMI16641	IMI_16641_metscf_1676	NG_062624	156	92.949	2086	2241	302	123	1.84e-59	Rhizopus homothallicus
Rhizopus_arrhizus_IMI16641	IMI_16641_metscf_5302	NG_062621	228	94.298	1	228	419	189	3.17e-97	Rhizopus oryzae
Rhizopus_arrhizus_IMI16641	IMI_16641_metscf_5302	NG_065076	228	93.421	1	228	384	183	6.85e-94	Rhizopus sp. HBL-2016
Rhizopus_arrhizus_IMI16641	IMI_16641_metscf_5302	NG_062622	228	93.421	1	228	419	183	6.85e-94	Rhizopus caespitosus
Rhizopus_arrhizus_IMI16641	IMI_16641_metscf_5302	NG_064824	228	93.421	1	228	419	183	6.85e-94	Rhizopus schipperae
Rhizopus_arrhizus_IMI16641	IMI_16641_metscf_5302	NG_062624	228	92.982	1	228	419	180	3.19e-92	Rhizopus homothallicus
Coemansia_sp._RSA_1853	RSA_1853_plascf_1_covcut_118	NG_065601	1419	85.130	6083	7467	14	763	0.0	Coemansia sp. JLT-2013a
Coemansia_sp._RSA_1853	RSA_1853_plascf_1_covcut_118	NG_065601	336	87.202	8544	8869	1421	201	8.05e-102	Coemansia sp. JLT-2013a
Coemansia_sp._RSA_1853	RSA_1853_plascf_1_covcut_118	NG_070867	708	87.994	6775	7467	733	443	0.0	Pinnaticoemansia coronantispora
Coemansia_sp._RSA_1853	RSA_1853_plascf_1_covcut_118	NG_070867	631	89.857	6019	6648	1	432	0.0	Pinnaticoemansia coronantispora
Coemansia_sp._RSA_1853	RSA_1853_plascf_1_covcut_118	NG_070867	380	87.632	8544	8918	1436	234	3.64e-120	Pinnaticoemansia coronantispora
Coemansia_sp._RSA_1853	RSA_1853_plascf_1_covcut_118	NG_070865	708	87.712	6775	7467	737	436	0.0	Myconymphaea yatsukahoi
Coemansia_sp._RSA_1853	RSA_1853_plascf_1_covcut_118	NG_070865	631	89.857	6022	6648	1	433	0.0	Myconymphaea yatsukahoi
Coemansia_sp._RSA_1853	RSA_1853_plascf_1_covcut_118	NG_070865	379	89.974	8544	8916	1438	259	4.61e-134	Myconymphaea yatsukahoi
Coemansia_sp._RSA_1853	RSA_1853_plascf_1_covcut_118	NG_070854	642	86.449	6005	6643	1	373	0.0	Hyphozyma variabilis var. odora
Coemansia_sp._RSA_1853	RSA_1853_plascf_1_covcut_118	NG_070854	703	82.361	6775	7467	735	322	4.39e-169	Hyphozyma variabilis var. odora
Coemansia_sp._RSA_1853	RSA_1853_plascf_1_covcut_118	NG_070854	380	78.684	8544	8918	1430	123	1.84e-58	Hyphozyma variabilis var. odora
Coemansia_sp._RSA_1853	RSA_1853_plascf_1_covcut_118	NG_062633	621	86.634	6026	6643	1	366	0.0	Debaryomyces mycophilus
Coemansia_sp._RSA_1853	RSA_1853_plascf_1_covcut_118	NG_062633	704	82.528	6775	7467	715	326	2.62e-171	Debaryomyces mycophilus
Coemansia_sp._RSA_1853	RSA_1853_plascf_1_covcut_118	NG_062633	379	80.211	8544	8919	1413	141	1.82e-68	Debaryomyces mycophilus
Coemansia_sp._RSA_1853	RSA_1853_plascf_1_covcut_42	NG_065601	1419	85.130	5545	6929	14	763	0.0	Coemansia sp. JLT-2013a
Coemansia_sp._RSA_1853	RSA_1853_plascf_1_covcut_42	NG_065601	336	87.202	8006	8331	1421	201	8.05e-102	Coemansia sp. JLT-2013a
Coemansia_sp._RSA_1853	RSA_1853_plascf_1_covcut_42	NG_070867	708	87.994	6237	6929	733	443	0.0	Pinnaticoemansia coronantispora
Coemansia_sp._RSA_1853	RSA_1853_plascf_1_covcut_42	NG_070867	631	89.857	5481	6110	1	432	0.0	Pinnaticoemansia coronantispora
Coemansia_sp._RSA_1853	RSA_1853_plascf_1_covcut_42	NG_070867	380	87.632	8006	8380	1436	234	3.64e-120	Pinnaticoemansia coronantispora
Coemansia_sp._RSA_1853	RSA_1853_plascf_1_covcut_42	NG_070865	708	87.712	6237	6929	737	436	0.0	Myconymphaea yatsukahoi
Coemansia_sp._RSA_1853	RSA_1853_plascf_1_covcut_42	NG_070865	631	89.857	5484	6110	1	433	0.0	Myconymphaea yatsukahoi
Coemansia_sp._RSA_1853	RSA_1853_plascf_1_covcut_42	NG_070865	379	89.974	8006	8378	1438	259	4.61e-134	Myconymphaea yatsukahoi
Coemansia_sp._RSA_1853	RSA_1853_plascf_1_covcut_42	NG_070854	642	86.449	5467	6105	1	373	0.0	Hyphozyma variabilis var. odora
Coemansia_sp._RSA_1853	RSA_1853_plascf_1_covcut_42	NG_070854	703	82.361	6237	6929	735	322	4.39e-169	Hyphozyma variabilis var. odora
Coemansia_sp._RSA_1853	RSA_1853_plascf_1_covcut_42	NG_070854	380	78.684	8006	8380	1430	123	1.84e-58	Hyphozyma variabilis var. odora
Coemansia_sp._RSA_1853	RSA_1853_plascf_1_covcut_42	NG_062633	621	86.634	5488	6105	1	366	0.0	Debaryomyces mycophilus
Coemansia_sp._RSA_1853	RSA_1853_plascf_1_covcut_42	NG_062633	704	82.528	6237	6929	715	326	2.62e-171	Debaryomyces mycophilus
Coemansia_sp._RSA_1853	RSA_1853_plascf_1_covcut_42	NG_062633	379	80.211	8006	8381	1413	141	1.82e-68	Debaryomyces mycophilus
Coemansia_sp._RSA_1853	RSA_1853_metscf_243	NG_065601	1419	85.130	6580	7964	1420	763	0.0	Coemansia sp. JLT-2013a
Coemansia_sp._RSA_1853	RSA_1853_metscf_243	NG_065601	336	87.202	5178	5503	1755	201	4.57e-102	Coemansia sp. JLT-2013a
Coemansia_sp._RSA_1853	RSA_1853_metscf_243	NG_070867	708	87.994	6580	7272	1435	443	0.0	Pinnaticoemansia coronantispora
Coemansia_sp._RSA_1853	RSA_1853_metscf_243	NG_070867	631	89.857	7399	8028	619	432	0.0	Pinnaticoemansia coronantispora
Coemansia_sp._RSA_1853	RSA_1853_metscf_243	NG_070867	380	87.632	5129	5503	1810	234	2.07e-120	Pinnaticoemansia coronantispora
Coemansia_sp._RSA_1853	RSA_1853_metscf_243	NG_070865	708	87.712	6580	7272	1437	436	0.0	Myconymphaea yatsukahoi
